,industry_name,state,count,med,sum_count,avg_med,sum_med
383,Insurance,MO,23,2720.0,406,5938.0,221552.0
384,Insurance,NY,22,10040.0,406,5938.0,221552.0
385,Insurance,MI,18,4520.0,406,5938.0,221552.0
386,Insurance,AZ,18,3360.0,406,5938.0,221552.0
387,Insurance,GA,17,7291.0,406,5938.0,221552.0
388,Insurance,MA,13,15241.0,406,5938.0,221552.0
389,Insurance,NC,12,8075.0,406,5938.0,221552.0
390,Insurance,WI,11,5670.0,406,5938.0,221552.0
391,Insurance,TN,11,8075.0,406,5938.0,221552.0
392,Insurance,NJ,11,6400.0,406,5938.0,221552.0
393,Insurance,KS,10,2720.0,406,5938.0,221552.0
394,Insurance,MD,9,5000.0,406,5938.0,221552.0
395,Insurance,IL,9,10400.0,406,5938.0,221552.0
396,Insurance,CT,9,11250.0,406,5938.0,221552.0
397,Insurance,WA,8,5083.0,406,5938.0,221552.0
398,Insurance,VA,8,3146.0,406,5938.0,221552.0
399,Insurance,IA,8,4300.0,406,5938.0,221552.0
400,Insurance,SC,7,3146.0,406,5938.0,221552.0
401,Insurance,PA,7,5938.0,406,5938.0,221552.0
402,Insurance,OK,7,2400.0,406,5938.0,221552.0
403,Insurance,OH,7,8333.0,406,5938.0,221552.0
404,Insurance,AL,7,8075.0,406,5938.0,221552.0
405,Insurance,NE,5,4291.0,406,5938.0,221552.0
406,Insurance,KY,5,6250.0,406,5938.0,221552.0
407,Insurance,UT,2,2880.0,406,5938.0,221552.0
408,Insurance,MS,2,5625.0,406,5938.0,221552.0
409,Insurance,SD,1,,406,5938.0,221552.0
410,Insurance,NV,1,18384.0,406,5938.0,221552.0
411,Insurance,ND,1,6806.0,406,5938.0,221552.0
412,Insurance,MN,1,3360.0,406,5938.0,221552.0
413,Insurance,LA,1,,406,5938.0,221552.0
414,Insurance,ID,1,,406,5938.0,221552.0
415,Manufacturing,CA,47,5440.0,379,4000.0,189402.0
416,Manufacturing,TX,34,4583.0,379,4000.0,189402.0
417,Manufacturing,IL,22,7500.0,379,4000.0,189402.0
418,Manufacturing,,21,8920.0,379,4000.0,189402.0
419,Manufacturing,MN,20,7040.0,379,4000.0,189402.0
420,Manufacturing,WI,19,5241.0,379,4000.0,189402.0
421,Manufacturing,NY,18,5440.0,379,4000.0,189402.0
422,Manufacturing,OH,17,7916.0,379,4000.0,189402.0
423,Manufacturing,NC,16,3520.0,379,4000.0,189402.0
424,Manufacturing,MD,14,3680.0,379,4000.0,189402.0
425,Manufacturing,FL,14,5550.0,379,4000.0,189402.0
426,Manufacturing,NJ,12,11208.0,379,4000.0,189402.0
427,Manufacturing,TN,10,3040.0,379,4000.0,189402.0
428,Manufacturing,SC,9,3520.0,379,4000.0,189402.0
429,Manufacturing,MA,9,4000.0,379,4000.0,189402.0
430,Manufacturing,PA,8,4160.0,379,4000.0,189402.0
431,Manufacturing,GA,8,4166.0,379,4000.0,189402.0
432,Manufacturing,WA,7,3200.0,379,4000.0,189402.0
433,Manufacturing,OR,7,3520.0,379,4000.0,189402.0
434,Manufacturing,KY,7,2240.0,379,4000.0,189402.0
435,Manufacturing,NV,5,3200.0,379,4000.0,189402.0
436,Manufacturing,NH,5,3040.0,379,4000.0,189402.0
437,Manufacturing,IN,5,15040.0,379,4000.0,189402.0
