,med_salary,formatted_experience_level
5211,7916,Associate
5212,6541,Mid-Senior level
5213,16765,Director
5214,12500,Associate
5215,5920,
5216,16765,Director
5217,7040,Mid-Senior level
5218,7500,Associate
5219,11075,
5220,1,
5221,7708,Associate
5222,4000,Associate
5223,5693,Associate
5224,16666,Director
5225,4480,Entry level
5226,16765,Director
5227,25308,
5228,16765,Director
5229,16765,Director
5230,5416,Mid-Senior level
5231,8,
5232,11520,
5233,16765,Director
5234,21908,
5235,10416,
5236,1000,Director
5237,16765,Director
5238,9710,Associate
5239,4583,Entry level
5240,16765,Director
5241,3958,Entry level
5242,4375,
5243,4160,Mid-Senior level
5244,8000,Mid-Senior level
5245,6250,
5246,7916,Mid-Senior level
5247,7708,Mid-Senior level
5248,10416,Mid-Senior level
5249,11200,
5250,16765,Director
5251,5440,
5252,16765,Director
5253,9600,Mid-Senior level
5254,10208,Mid-Senior level
5255,5083,
5256,9166,Director
5257,7500,
5258,9120,Mid-Senior level
5259,3360,Associate
5260,2240,Entry level
5261,8333,Mid-Senior level
5262,21845,
5263,2880,Entry level
5264,5625,Associate
5265,8389,Mid-Senior level
5266,7500,Associate
5267,2560,Entry level
5268,4791,Entry level
5269,6750,Associate
5270,16765,Director
5271,16666,Mid-Senior level
5272,6375,
5273,12500,
5274,14166,Mid-Senior level
5275,8750,Associate
5276,8306,Associate
5277,3840,Associate
5278,6458,Associate
5279,8125,Mid-Senior level
5280,4375,
5281,9583,Mid-Senior level
5282,15416,Mid-Senior level
5283,4000,
5284,6250,
5285,4458,Associate
5286,11666,Mid-Senior level
5287,10800,
5288,18170,
5289,18687,
5290,12500,Associate
5291,9583,Mid-Senior level
5292,8125,Director
5293,4000,Associate
5294,4583,Entry level
5295,6250,
5296,12320,Associate
5297,16765,Director
5298,7500,
5299,3125,Entry level
5300,6400,Mid-Senior level
5301,4320,Mid-Senior level
5302,9778,Mid-Senior level
5303,5000,
5304,8000,Associate
5305,28583,Mid-Senior level
5306,6250,Mid-Senior level
5307,8541,Associate
5308,16765,Director
5309,7840,Associate
5310,8458,Mid-Senior level
5311,11520,Mid-Senior level
5312,11041,Associate
5313,2400,
5314,9166,Director
5315,5208,Associate
5316,16691,
5317,15416,Mid-Senior level
5318,3955,Entry level
5319,3200,
5320,35,Entry level
5321,12083,Mid-Senior level
5322,6666,Associate
5323,4041,Entry level
5324,16765,Director
5325,10720,Mid-Senior level
5326,5833,Mid-Senior level
5327,8000,Mid-Senior level
5328,5000,Mid-Senior level
5329,6250,
5330,3520,Entry level
5331,7916,Mid-Senior level
5332,4320,Mid-Senior level
5333,5208,Entry level
5334,5600,Associate
5335,16765,Director
5336,6080,Entry level
5337,6500,
5338,9583,Associate
5339,9600,
5340,5600,Associate
5341,4375,Associate
5342,4320,Entry level
5343,5416,Associate
5344,9375,
5345,5416,Mid-Senior level
5346,4208,Mid-Senior level
5347,4160,Entry level
5348,3875,Associate
5349,9600,Mid-Senior level
5350,6080,Mid-Senior level
5351,5280,Entry level
5352,3840,Mid-Senior level
5353,4960,Mid-Senior level
5354,3360,Entry level
5355,7500,
5356,16765,Director
5357,16765,Director
5358,16765,Director
5359,13600,Mid-Senior level
5360,3750,Associate
5361,9791,Mid-Senior level
5362,10833,Mid-Senior level
5363,16765,Director
5364,11520,Associate
5365,4960,Mid-Senior level
5366,4166,
5367,16765,Director
5368,16765,Director
5369,3200,
5370,3840,Mid-Senior level
5371,11666,Mid-Senior level
5372,13541,Director
5373,6250,
5374,8920,
5375,11875,Mid-Senior level
5376,16765,Director
5377,8250,Mid-Senior level
5378,6666,Mid-Senior level
5379,11875,Entry level
5380,7500,Mid-Senior level
5381,3200,
5382,8000,Mid-Senior level
5383,4312,Entry level
5384,16666,Director
5385,13333,Mid-Senior level
5386,14583,Mid-Senior level
5387,10833,Mid-Senior level
5388,3360,
5389,11520,Associate
5390,8320,Mid-Senior level
5391,4583,
5392,11666,Director
5393,10208,Associate
5394,4160,Entry level
5395,7916,Mid-Senior level
5396,5120,Associate
5397,5562,Entry level
5398,16765,Director
5399,16765,Director
5400,12625,Mid-Senior level
5401,3040,Entry level
5402,4000,Associate
5403,16691,
5404,5625,
5405,17916,Mid-Senior level
5406,3200,Entry level
5407,9791,
5408,6250,Entry level
5409,7916,Mid-Senior level
5410,6250,Mid-Senior level
5411,4166,Associate
5412,16765,Director
5413,2916,
5414,7708,Mid-Senior level
5415,6666,Associate
5416,6041,Mid-Senior level
5417,5833,
5418,7208,Associate
5419,10833,Mid-Senior level
5420,16765,Director
5421,7916,Associate
5422,5416,Mid-Senior level
5423,12500,Mid-Senior level
5424,9760,Mid-Senior level
5425,6875,Mid-Senior level
5426,4583,
5427,16765,Director
5428,5833,Associate
5429,8960,Mid-Senior level
5430,8875,Mid-Senior level
5431,10833,Mid-Senior level
5432,13541,Director
5433,7291,Mid-Senior level
5434,7708,Mid-Senior level
5435,7708,Mid-Senior level
5436,9166,Mid-Senior level
5437,7083,
5438,16765,Director
5439,11250,Mid-Senior level
5440,11416,Mid-Senior level
5441,4312,Entry level
5442,16765,Director
5443,7708,Associate
5444,7520,Mid-Senior level
5445,9166,Mid-Senior level
5446,16765,Director
5447,7840,Mid-Senior level
5448,7500,
5449,4800,Mid-Senior level
5450,13125,Mid-Senior level
5451,4583,Associate
5452,14720,Mid-Senior level
5453,16765,Director
5454,8801,
5455,12500,Associate
5456,3916,Entry level
5457,2560,
5458,5280,
5459,9583,Associate
5460,7083,Associate
5461,2880,
5462,6250,
5463,14583,
5464,4791,Mid-Senior level
5465,7583,Mid-Senior level
5466,9208,Mid-Senior level
5467,16765,Director
5468,16765,Director
5469,8750,Mid-Senior level
5470,16765,Director
5471,5416,Associate
5472,13958,Mid-Senior level
5473,3200,
5474,16765,Director
5475,7083,Mid-Senior level
5476,6129,Mid-Senior level
5477,7500,
5478,5440,Associate
5479,3520,
5480,5208,Entry level
5481,7083,Mid-Senior level
5482,10400,Mid-Senior level
5483,3840,Mid-Senior level
5484,11666,Mid-Senior level
5485,11250,Mid-Senior level
5486,7520,
5487,14583,
5488,7500,Director
5489,13750,Mid-Senior level
5490,9920,Entry level
5491,16765,Director
5492,3360,Entry level
5493,7500,
5494,16765,Director
5495,3791,Associate
5496,2400,
5497,3680,
5498,9166,Mid-Senior level
5499,5760,Mid-Senior level
5500,20575,Director
5501,16765,Director
5502,12500,Mid-Senior level
5503,4583,Associate
5504,16765,Director
5505,13541,Associate
5506,16765,Director
5507,16765,Director
5508,16765,Director
5509,8125,
5510,6666,Entry level
5511,11250,Mid-Senior level
5512,5844,Associate
5513,5417,Entry level
5514,10794,
5515,3916,Entry level
5516,7916,Mid-Senior level
5517,4191,
5518,4916,
5519,2400,
5520,4191,
5521,4916,
5522,10833,Mid-Senior level
5523,6500,Entry level
5524,3520,Mid-Senior level
5525,10000,Director
5526,7500,
5527,16337,Mid-Senior level
5528,3840,
5529,19962,Director
5530,8000,Associate
5531,2400,Mid-Senior level
5532,7500,Mid-Senior level
5533,6250,Associate
5534,10208,Mid-Senior level
5535,4291,Associate
5536,7291,Mid-Senior level
5537,6666,Entry level
5538,6240,Associate
5539,3520,Entry level
5540,16765,Director
5541,16765,Director
5542,4583,Associate
5543,6794,
5544,16765,Director
5545,8333,Mid-Senior level
5546,8125,Mid-Senior level
5547,5833,
5548,2560,
5549,4191,
5550,12320,Associate
5551,16765,Director
5552,5208,Mid-Senior level
5553,2560,Entry level
5554,7916,Associate
5555,3750,Associate
5556,3958,
5557,2880,Entry level
5558,9166,Associate
5559,18083,Mid-Senior level
5560,2880,
5561,5750,Director
5562,9600,Mid-Senior level
5563,5375,Associate
5564,6458,Associate
5565,16765,Director
5566,6666,Entry level
5567,2880,Associate
5568,5630,Entry level
5569,9583,Entry level
5570,4320,
5571,16765,Director
5572,4000,Associate
5573,6041,Mid-Senior level
5574,16765,Director
5575,6720,Associate
5576,2880,
5577,3520,
5578,4191,
5579,8229,Mid-Senior level
5580,7333,Executive
5581,6458,
5582,3750,
5583,16625,Mid-Senior level
5584,4041,Associate
5585,5208,Mid-Senior level
5586,6309,
5587,7375,Mid-Senior level
5588,5416,Mid-Senior level
5589,2720,Mid-Senior level
5590,16765,Director
5591,4320,Mid-Senior level
5592,5416,
5593,12500,Director
5594,16765,Director
5595,2560,
5596,2400,
5597,8333,
5598,4375,Associate
5599,12500,Mid-Senior level
5600,11666,Mid-Senior level
5601,15241,Director
5602,7833,Associate
5603,2240,Entry level
5604,2560,Entry level
5605,3833,Associate
5606,4160,Entry level
5607,7500,Associate
5608,11250,Mid-Senior level
5609,3200,Entry level
5610,4000,Mid-Senior level
5611,3333,
5612,2880,
5613,3958,
5614,8333,Mid-Senior level
5615,3040,
5616,6875,
5617,8184,Entry level
5618,6666,Mid-Senior level
5619,8125,Mid-Senior level
5620,2080,Entry level
5621,5500,Associate
5622,12800,Mid-Senior level
5623,3520,Entry level
5624,3520,Entry level
5625,14654,Mid-Senior level
5626,3840,Entry level
5627,5000,
5628,2560,
5629,3200,
5630,2560,
5631,13541,Executive
5632,4937,Mid-Senior level
5633,10833,
5634,6541,Entry level
5635,15833,Director
5636,5625,Associate
5637,9375,Associate
5638,16666,Mid-Senior level
5639,5280,Entry level
5640,5280,
5641,6875,Associate
5642,11458,Associate
5643,6080,Mid-Senior level
5644,11875,Mid-Senior level
5645,9166,
5646,5833,Mid-Senior level
5647,4166,Director
5648,5133,Entry level
5649,10080,Mid-Senior level
5650,5625,Mid-Senior level
5651,17487,Director
5652,14654,Mid-Senior level
5653,5808,Mid-Senior level
5654,7754,
5655,3360,Mid-Senior level
5656,4583,Mid-Senior level
5657,13220,Mid-Senior level
5658,3040,Entry level
5659,4583,
5660,7916,Mid-Senior level
5661,9375,Mid-Senior level
5662,3520,Entry level
5663,5000,
5664,8958,Mid-Senior level
5665,14654,Mid-Senior level
5666,8000,Mid-Senior level
5667,9004,
5668,7754,
5669,6400,Mid-Senior level
5670,6400,Mid-Senior level
5671,13220,Mid-Senior level
5672,3040,Entry level
5673,13333,Mid-Senior level
5674,6250,Mid-Senior level
5675,5000,Mid-Senior level
5676,12500,
5677,4375,Associate
5678,5833,Mid-Senior level
5679,5333,Mid-Senior level
5680,6240,Mid-Senior level
5681,6666,Mid-Senior level
5682,14962,Director
5683,4791,Associate
5684,3520,
5685,3840,Associate
5686,3840,Associate
5687,7475,Associate
5688,15625,Mid-Senior level
5689,17487,Director
5690,18541,Associate
5691,14654,Mid-Senior level
5692,5120,Associate
5693,3840,Entry level
5694,6658,Entry level
5695,7650,Entry level
5696,5120,
5697,9004,
5698,9004,
5699,7754,
5700,13695,Mid-Senior level
5701,13220,Mid-Senior level
5702,8800,Mid-Senior level
5703,3200,Entry level
5704,3040,Entry level
5705,13120,Mid-Senior level
5706,6720,Mid-Senior level
5707,2880,Entry level
5708,6912,Mid-Senior level
5709,6250,Mid-Senior level
5710,6250,Associate
5711,10766,Mid-Senior level
5712,3520,Associate
5713,9791,Associate
5714,9583,Mid-Senior level
5715,6720,
5716,4583,Associate
5717,12083,Mid-Senior level
5718,8125,Mid-Senior level
5719,15354,Entry level
5720,5416,
5721,8320,Associate
5722,9004,
5723,9004,
5724,3520,Entry level
5725,5000,Mid-Senior level
5726,4583,
5727,11875,Director
5728,10600,Mid-Senior level
5729,12320,Mid-Senior level
5730,9583,Mid-Senior level
5731,14166,
5732,4166,
5733,10331,
5734,11360,
5735,10208,
5736,10331,
5737,7083,
5738,1920,Entry level
5739,8416,
5740,15625,Mid-Senior level
5741,4480,Entry level
5742,5208,
5743,7200,
5744,6083,Mid-Senior level
5745,2080,Entry level
5746,9120,Associate
5747,11658,Mid-Senior level
5748,4000,
5749,11625,Mid-Senior level
5750,9120,Mid-Senior level
5751,14375,
5752,3520,Associate
5753,17487,Director
5754,5195,Entry level
5755,14654,Mid-Senior level
5756,5600,Mid-Senior level
5757,2560,Entry level
5758,9004,
5759,9004,
5760,7754,
5761,7754,
5762,7650,Entry level
5763,4000,Entry level
5764,6970,
5765,4000,Entry level
5766,2560,Entry level
5767,3200,Entry level
5768,8250,Mid-Senior level
5769,9166,Director
5770,13220,Mid-Senior level
5771,2880,Entry level
5772,4608,Entry level
5773,9120,Mid-Senior level
5774,3200,Entry level
5775,14962,Director
5776,11962,Director
5777,9440,
5778,6400,
5779,4608,Mid-Senior level
5780,833,
5781,3750,Entry level
5782,833,
5783,3200,
5784,6041,
5785,9166,
5786,3200,
5787,10416,Mid-Senior level
5788,7916,Mid-Senior level
5789,14654,Mid-Senior level
5790,7958,Mid-Senior level
5791,2560,Entry level
5792,4480,Mid-Senior level
5793,10400,Mid-Senior level
5794,7708,Mid-Senior level
5795,7754,
5796,9500,Entry level
5797,8125,Mid-Senior level
5798,6250,Mid-Senior level
5799,7360,
5800,7500,Mid-Senior level
5801,3520,Mid-Senior level
5802,6250,Mid-Senior level
5803,11520,Mid-Senior level
5804,20815,
5805,11458,Associate
5806,9166,Mid-Senior level
5807,3360,
5808,4850,
5809,12291,Mid-Senior level
5810,4320,
5811,4166,Entry level
5812,20625,Entry level
5813,6720,Mid-Senior level
5814,11875,Mid-Senior level
5815,7041,
5816,7916,Mid-Senior level
5817,15354,Entry level
5818,17487,Director
5819,17487,Director
5820,17487,Director
5821,3360,Associate
5822,3791,Mid-Senior level
5823,3200,
5824,7754,
5825,7720,Mid-Senior level
5826,13333,Mid-Senior level
5827,2400,
5828,15000,Mid-Senior level
5829,2880,Associate
5830,4000,Entry level
5831,8541,Mid-Senior level
5832,2880,Entry level
5833,3680,Entry level
5834,3520,
5835,4480,
5836,5833,
5837,16666,Mid-Senior level
5838,11250,Mid-Senior level
5839,5833,Mid-Senior level
5840,833,
5841,6250,Entry level
5842,5138,Mid-Senior level
5843,2400,
5844,8333,Mid-Senior level
5845,10316,Mid-Senior level
5846,14166,Director
5847,4000,
5848,7500,Associate
5849,5341,Mid-Senior level
5850,3040,Entry level
5851,4800,Mid-Senior level
5852,6062,Mid-Senior level
5853,3547,Mid-Senior level
5854,9920,
5855,10625,
5856,66666,
5857,6666,Associate
5858,2560,Associate
5859,6250,Mid-Senior level
5860,10080,Mid-Senior level
5861,8250,Mid-Senior level
5862,6666,
5863,7500,Director
5864,2720,Entry level
5865,9375,Mid-Senior level
5866,5360,Associate
5867,4583,
5868,4166,
5869,4583,Associate
5870,3200,Entry level
5871,12480,
5872,5120,
5873,12000,
5874,7708,
5875,8958,
5876,5920,
5877,6250,Entry level
5878,833,
5879,6250,Entry level
5880,4800,
5881,8541,Mid-Senior level
5882,3200,
5883,7250,Mid-Senior level
5884,6458,Mid-Senior level
5885,4583,
5886,9583,Entry level
5887,13541,Mid-Senior level
5888,9760,Mid-Senior level
5889,2880,
5890,3520,Entry level
5891,6720,Associate
5892,7083,
5893,4320,Associate
5894,16250,Director
5895,6250,Mid-Senior level
5896,6250,Mid-Senior level
5897,8750,Director
5898,7680,
5899,6250,
5900,2560,Entry level
5901,4583,
5902,11200,Mid-Senior level
5903,10833,Associate
5904,12083,Director
5905,4666,
5906,2880,Entry level
5907,12500,Mid-Senior level
5908,4583,Entry level
5909,17083,Director
5910,8750,Mid-Senior level
5911,7125,Associate
5912,8125,Mid-Senior level
5913,6227,Entry level
5914,4166,
5915,4480,
5916,6716,
5917,8750,Associate
5918,4160,Entry level
5919,4160,Entry level
5920,11360,Mid-Senior level
5921,10316,Associate
5922,6875,Mid-Senior level
5923,9120,Mid-Senior level
5924,5833,Associate
5925,8750,Mid-Senior level
5926,10833,Mid-Senior level
5927,5958,Associate
5928,6875,
5929,10080,Mid-Senior level
5930,20833,Associate
5931,10416,Mid-Senior level
5932,5833,Associate
5933,8541,Mid-Senior level
5934,21666,
5935,5280,Associate
5936,10000,Mid-Senior level
5937,9166,
5938,9166,
5939,5000,Mid-Senior level
5940,7437,Mid-Senior level
5941,3791,
5942,6666,
5943,8233,
5944,9083,Mid-Senior level
5945,8151,Mid-Senior level
5946,12000,Director
5947,3680,Entry level
5948,6916,
5949,6875,Mid-Senior level
5950,5920,Mid-Senior level
5951,6250,
5952,11767,
5953,15583,Director
5954,2400,Entry level
5955,7083,
5956,5600,Entry level
5957,7208,
5958,8250,Mid-Senior level
5959,4320,Mid-Senior level
5960,15416,Associate
5961,3680,Mid-Senior level
5962,4375,Associate
5963,8395,
5964,5920,Associate
5965,9791,Mid-Senior level
5966,6720,Associate
5967,15916,Mid-Senior level
5968,10083,Mid-Senior level
5969,10400,Mid-Senior level
5970,11558,Mid-Senior level
5971,9166,
5972,3680,Entry level
5973,16666,Mid-Senior level
5974,4320,
5975,10720,
5976,9120,Mid-Senior level
5977,5175,Mid-Senior level
5978,15625,Mid-Senior level
5979,12500,Associate
5980,5000,Associate
5981,7291,
5982,7500,Mid-Senior level
5983,6715,
5984,6875,Mid-Senior level
5985,2720,
5986,5833,Mid-Senior level
5987,4166,
5988,14166,Mid-Senior level
5989,7291,Mid-Senior level
5990,3680,Entry level
5991,11545,
5992,7500,Mid-Senior level
5993,11041,Director
5994,4960,Entry level
5995,2720,Entry level
5996,8958,Mid-Senior level
5997,9958,
5998,9166,Mid-Senior level
5999,7680,Mid-Senior level
6000,6041,Mid-Senior level
6001,72916,Mid-Senior level
6002,10240,Mid-Senior level
6003,4750,Entry level
6004,12291,Mid-Senior level
6005,3520,Entry level
6006,11520,Mid-Senior level
6007,6227,Entry level
6008,8958,Mid-Senior level
6009,13333,Mid-Senior level
6010,7,Mid-Senior level
6011,14583,Associate
6012,3125,Entry level
6013,5120,Entry level
6014,2,Associate
6015,3680,Mid-Senior level
6016,9791,Mid-Senior level
6017,7083,Mid-Senior level
6018,7520,Mid-Senior level
6019,7500,
6020,7916,Mid-Senior level
6021,3541,
6022,10833,Mid-Senior level
6023,3680,
6024,7083,Mid-Senior level
6025,6737,
6026,3520,Entry level
6027,10400,Mid-Senior level
6028,13760,Entry level
6029,13333,Mid-Senior level
6030,5833,Entry level
6031,5600,Mid-Senior level
6032,4320,Entry level
6033,17916,
6034,3520,Associate
6035,10375,
6036,9166,Director
6037,6400,Mid-Senior level
6038,11041,
6039,7083,Associate
6040,3840,Associate
6041,5760,Entry level
6042,11,Mid-Senior level
6043,19166,Director
6044,5208,
6045,9166,
6046,4583,
6047,2500,
6048,4480,Entry level
6049,7500,
6050,7708,Mid-Senior level
6051,5416,
6052,4166,
6053,4000,Mid-Senior level
6054,3360,Entry level
6055,11016,Mid-Senior level
6056,3520,Mid-Senior level
6057,5625,
6058,1600,Entry level
6059,5625,
6060,8333,
6061,1600,Entry level
6062,17266,Director
6063,3040,Entry level
6064,4583,Mid-Senior level
6065,6240,Internship
6066,6514,Entry level
6067,2880,Entry level
6068,6041,Mid-Senior level
6069,7833,Entry level
6070,2400,Entry level
6071,3360,Mid-Senior level
6072,5524,Entry level
6073,13786,Director
6074,10833,
6075,4640,Mid-Senior level
6076,4583,Mid-Senior level
6077,2880,Entry level
6078,2560,Mid-Senior level
6079,7200,Entry level
6080,7583,Mid-Senior level
6081,8750,Entry level
6082,2880,Associate
6083,7083,Internship
6084,11717,Entry level
6085,5333,Mid-Senior level
6086,3360,Entry level
6087,12712,
6088,2720,Entry level
6089,10240,Mid-Senior level
6090,6250,
6091,5425,
6092,6789,Mid-Senior level
6093,3040,Mid-Senior level
6094,2880,Entry level
6095,6041,Mid-Senior level
6096,3680,Mid-Senior level
6097,5208,Mid-Senior level
6098,7683,
6099,6125,Mid-Senior level
6100,3200,Entry level
6101,3680,Entry level
6102,3040,Entry level
6103,33333,Director
6104,6329,Mid-Senior level
6105,2400,Entry level
6106,3520,Mid-Senior level
6107,6080,Mid-Senior level
6108,6240,Entry level
6109,3040,Entry level
6110,3840,Mid-Senior level
6111,2400,Entry level
6112,2880,
6113,8320,Mid-Senior level
6114,10250,Mid-Senior level
6115,5440,Internship
6116,14000,Mid-Senior level
6117,6583,Mid-Senior level
6118,8166,Mid-Senior level
6119,15295,Mid-Senior level
6120,4480,Entry level
6121,4583,Mid-Senior level
6122,3040,Entry level
6123,4960,Entry level
6124,3520,Entry level
6125,3840,Entry level
6126,4921,Mid-Senior level
6127,3520,Entry level
6128,3520,Mid-Senior level
6129,3200,Mid-Senior level
6130,6383,Entry level
6131,3040,Entry level
6132,6416,Entry level
6133,14387,Mid-Senior level
6134,3200,Mid-Senior level
6135,9787,Mid-Senior level
6136,8500,Mid-Senior level
6137,13600,
6138,3360,Internship
6139,2400,Entry level
6140,9290,Mid-Senior level
6141,4960,Entry level
6142,4800,Entry level
6143,3520,Entry level
6144,13125,Mid-Senior level
6145,14000,Mid-Senior level
6146,2720,Mid-Senior level
6147,12324,
6148,8750,
6149,3680,Entry level
6150,10240,Mid-Senior level
6151,6212,Entry level
6152,3040,Entry level
6153,9583,Mid-Senior level
6154,13125,Mid-Senior level
6155,15625,Mid-Senior level
6156,17746,
6157,9375,Mid-Senior level
6158,3040,Entry level
6159,6875,Mid-Senior level
6160,5791,Mid-Senior level
6161,3360,Entry level
6162,6383,Entry level
6163,4640,Entry level
6164,10240,Mid-Senior level
6165,7968,
6166,4800,Entry level
6167,6720,Entry level
6168,3520,Mid-Senior level
6169,5625,Associate
6170,4663,Entry level
6171,5264,
6172,5416,Mid-Senior level
6173,3866,Entry level
6174,5008,Mid-Senior level
6175,7762,Mid-Senior level
6176,9279,Entry level
6177,9279,Entry level
6178,41666,Mid-Senior level
6179,6875,Entry level
6180,5770,Entry level
6181,9000,Mid-Senior level
6182,3360,Entry level
6183,2400,Entry level
6184,14166,
6185,3040,Entry level
6186,6655,Mid-Senior level
6187,10172,
6188,8541,Mid-Senior level
6189,15833,Mid-Senior level
6190,8250,Mid-Senior level
6191,9000,Mid-Senior level
6192,2400,Entry level
6193,13125,
6194,11541,Mid-Senior level
6195,6720,Internship
6196,13708,Mid-Senior level
6197,19616,Mid-Senior level
6198,9583,Entry level
6199,5760,Entry level
6200,5833,
6201,7500,Mid-Senior level
6202,2880,Entry level
6203,3840,Entry level
6204,6720,Entry level
6205,8320,Mid-Senior level
6206,3200,Entry level
6207,4375,Entry level
6208,11666,Director
6209,13125,Mid-Senior level
6210,11275,Entry level
6211,12000,Mid-Senior level
6212,5280,Mid-Senior level
6213,13920,Mid-Senior level
6214,5625,Mid-Senior level
6215,11666,Mid-Senior level
6216,10000,Mid-Senior level
6217,5264,
6218,4291,Entry level
6219,3200,Entry level
6220,2400,Entry level
6221,13125,
6222,18750,Mid-Senior level
6223,6362,Entry level
6224,4800,Entry level
6225,8075,Mid-Senior level
6226,8075,Mid-Senior level
6227,8075,Mid-Senior level
6228,8075,Mid-Senior level
6229,8075,Mid-Senior level
6230,17249,
6231,8914,Mid-Senior level
6232,4166,Entry level
6233,10833,Entry level
6234,66666,Mid-Senior level
6235,5416,Mid-Senior level
6236,9791,Mid-Senior level
6237,2400,Entry level
6238,18916,
6239,8000,
6240,9803,
6241,6941,
6242,9729,Mid-Senior level
6243,9729,Mid-Senior level
6244,6720,Mid-Senior level
6245,4791,Entry level
6246,3840,Entry level
6247,13300,Mid-Senior level
6248,15625,Mid-Senior level
6249,6083,Mid-Senior level
6250,6250,Entry level
6251,3040,Entry level
6252,10000,Mid-Senior level
6253,8750,Mid-Senior level
6254,10400,Mid-Senior level
6255,3680,Associate
6256,8675,Mid-Senior level
6257,8750,Entry level
6258,2400,Entry level
6259,3333,Entry level
6260,15639,Mid-Senior level
6261,19616,Mid-Senior level
6262,3040,Entry level
6263,4275,Associate
6264,6458,Entry level
6265,9447,Entry level
6266,4320,Entry level
6267,5496,Mid-Senior level
6268,8333,Entry level
6269,8320,Mid-Senior level
6270,9120,Entry level
6271,11083,
6272,15625,Mid-Senior level
6273,7500,Mid-Senior level
6274,15625,Mid-Senior level
6275,15625,Mid-Senior level
6276,7075,
6277,6250,Entry level
6278,11666,Mid-Senior level
6279,5264,
6280,3040,Entry level
6281,2400,Entry level
6282,2400,Entry level
6283,2400,Entry level
6284,5906,
6285,5416,Mid-Senior level
6286,8075,Mid-Senior level
6287,8075,Mid-Senior level
6288,8075,Mid-Senior level
6289,8075,Mid-Senior level
6290,8075,Mid-Senior level
6291,2880,Entry level
6292,17249,
6293,15625,Mid-Senior level
6294,5000,Associate
6295,10833,Mid-Senior level
6296,3520,Entry level
6297,7520,Entry level
6298,10000,Mid-Senior level
6299,20747,
6300,9729,Mid-Senior level
6301,9729,Mid-Senior level
6302,9729,Mid-Senior level
6303,9729,Mid-Senior level
6304,9729,Mid-Senior level
6305,9729,Mid-Senior level
6306,9729,Mid-Senior level
6307,9729,Mid-Senior level
6308,12800,Mid-Senior level
6309,9120,Mid-Senior level
6310,15833,Executive
6311,22500,Executive
6312,7500,Entry level
6313,3200,Entry level
6314,3040,Associate
6315,15625,Mid-Senior level
6316,15041,
6317,2720,Entry level
6318,3000,Mid-Senior level
6319,14918,Mid-Senior level
6320,5833,Entry level
6321,7208,Entry level
6322,6333,Mid-Senior level
6323,4800,Entry level
6324,2400,Entry level
6325,12320,Mid-Senior level
6326,8675,Mid-Senior level
6327,8075,Mid-Senior level
6328,8541,Associate
6329,2400,Associate
6330,8075,Mid-Senior level
6331,10247,Entry level
6332,6250,
6333,7666,
6334,3680,Mid-Senior level
6335,8112,Mid-Senior level
6336,1398,Director
6337,9729,Mid-Senior level
6338,9729,Mid-Senior level
6339,9729,Mid-Senior level
6340,9729,Mid-Senior level
6341,7200,Entry level
6342,8333,Mid-Senior level
6343,11458,Mid-Senior level
6344,6666,Mid-Senior level
6345,9333,Mid-Senior level
6346,7762,Mid-Senior level
6347,7762,Mid-Senior level
6348,4000,Mid-Senior level
6349,2720,Mid-Senior level
6350,6666,Mid-Senior level
6351,5416,Mid-Senior level
6352,3360,Mid-Senior level
6353,16666,Mid-Senior level
6354,8212,Mid-Senior level
6355,10208,Mid-Senior level
